CustomerID,OrderID,Age,AgeGroup,Gender,IncomeLevel,OrderFrequency,Location,PreferredCuisine
2360,551B,43,36-45,Female,Low,Low,Bangalore,Lucknowi
2361,23D6,59,46+,Male,Medium,Low,Bangalore,Lucknowi
2362,D796,24,18-25,Female,Medium,High,Bangalore,Desserts
2363,CC60,47,46+,Female,High,Medium,Bangalore,Gujarati
2364,22FB,37,36-45,Female,Medium,Low,Bangalore,Mughlai
2365,288B,19,18-25,Female,Medium,Medium,Bangalore,North Indian
2366,D751,54,46+,Female,High,Low,Bangalore,Desserts
2367,3B48,60,46+,Male,High,Low,Bangalore,Mughlai
2368,7791,23,18-25,Male,High,Low,Bangalore,Punjabi
2369,76D1,27,26-35,Male,Low,Low,Bangalore,Tandoor
2370,392A,43,36-45,Female,Medium,Medium,Bangalore,South Indian
2371,A1A5,32,26-35,Female,Medium,Medium,Bangalore,Mughlai
2372,1E5F,22,18-25,Female,Medium,Low,Bangalore,Tandoor
2373,849F,59,46+,Female,Medium,High,Bangalore,Lucknowi
2374,88A1,35,26-35,Female,Low,Medium,Bangalore,Chinese
2375,25B4,23,18-25,Male,High,Low,Bangalore,Gujarati
2376,15AB,52,46+,Female,High,Medium,Bangalore,Lucknowi
2377,A6AA,31,26-35,Female,High,High,Bangalore,Mughlai
2378,1245,18,18-25,Male,Low,Medium,Bangalore,Tandoor
2379,89C3,38,36-45,Female,Medium,High,Bangalore,South Indian
2380,3DED,39,36-45,Female,Medium,Medium,Bangalore,Biryani
2381,34ED,24,18-25,Male,Medium,Medium,Bangalore,North Indian
2382,596D,60,46+,Male,Low,Low,Bangalore,Gujarati
2383,9CC9,36,36-45,Male,Medium,Low,Bangalore,Punjabi
2384,7CD9,39,36-45,Female,Medium,High,Bangalore,Punjabi
2385,23A1,35,26-35,Male,Low,Medium,Bangalore,North Indian
2386,4E8C,42,36-45,Male,Medium,Medium,Bangalore,Punjabi
2387,98D5,47,46+,Female,Medium,Medium,Bangalore,Mughlai
2388,BC27,47,46+,Female,High,High,Bangalore,Tandoor
2389,AC20,24,18-25,Male,High,Medium,Bangalore,Desserts
2390,2BC3,47,46+,Female,High,Medium,Bangalore,Lucknowi
2391,5.30E+04,42,36-45,Male,Low,High,Bangalore,Snacks
2392,5BD5,50,46+,Female,High,Medium,Bangalore,Snacks
2393,3C1A,55,46+,Male,Medium,Low,Bangalore,Chinese
2394,252C,35,26-35,Male,High,Low,Bangalore,Chinese
2395,9836,42,36-45,Male,Medium,Low,Bangalore,South Indian
2396,2C3A,47,46+,Male,High,Low,Bangalore,Tandoor
2397,6D9B,40,36-45,Male,Low,Medium,Bangalore,Tandoor
2398,B9D1,24,18-25,Female,High,Medium,Bangalore,Mughlai
2399,8.00E+68,22,18-25,Male,Medium,High,Bangalore,Biryani
2400,66F3,31,26-35,Female,High,Low,Bangalore,North Indian
2401,7A86,22,18-25,Female,Medium,Low,Bangalore,Snacks
2402,896B,56,46+,Female,Medium,Low,Bangalore,Mughlai
2403,849B,49,46+,Male,Medium,High,Bangalore,South Indian
2404,E0ED,32,26-35,Male,High,Medium,Bangalore,Chinese
2405,20AC,58,46+,Male,Medium,Medium,Bangalore,Desserts
2406,8914,23,18-25,Male,Medium,High,Bangalore,Mughlai
2407,BAC6,49,46+,Male,Medium,Low,Bangalore,Punjabi
2408,B8F0,52,46+,Male,Low,Medium,Bangalore,Mughlai
2409,A19A,34,26-35,Female,Medium,Medium,Bangalore,Snacks
2410,3.30E+02,45,36-45,Female,Medium,Low,Bangalore,Chinese
2411,AC75,24,18-25,Female,Low,Low,Bangalore,Mughlai
2412,ABCA,27,26-35,Female,Low,Low,Bangalore,Biryani
2413,253E,46,46+,Male,Medium,High,Bangalore,Tandoor
2414,65BF,23,18-25,Female,High,Medium,Bangalore,Mughlai
2415,9108,39,36-45,Female,Low,Medium,Bangalore,South Indian
2416,7A81,22,18-25,Male,Low,Medium,Bangalore,Mughlai
2417,8C67,30,26-35,Male,High,Low,Bangalore,Mughlai
2418,D4D1,33,26-35,Female,High,Medium,Bangalore,South Indian
2419,DBA1,35,26-35,Female,Medium,Medium,Bangalore,Mughlai
2420,507E,38,36-45,Female,Medium,High,Bangalore,Punjabi
2421,2DB9,47,46+,Female,High,Medium,Bangalore,Tandoor
2422,1E9C,35,26-35,Female,Medium,Low,Bangalore,Punjabi
2423,2.30E+02,52,46+,Female,Medium,Low,Bangalore,Chinese
2424,723C,57,46+,Male,High,High,Bangalore,Tandoor
2425,DE59,34,26-35,Male,High,Medium,Bangalore,Snacks
2426,4173,24,18-25,Male,High,Low,Bangalore,South Indian
2427,6460,30,26-35,Male,Medium,High,Bangalore,Chinese
2428,8C75,34,26-35,Female,High,High,Bangalore,North Indian
2429,2908,56,46+,Female,High,Medium,Bangalore,Biryani
2430,175A,47,46+,Male,Medium,Low,Bangalore,Lucknowi
2431,73D7,57,46+,Male,Low,Low,Bangalore,Desserts
2432,6C49,35,26-35,Female,Medium,Low,Bangalore,Lucknowi
2433,8C8E,19,18-25,Female,Medium,Low,Bangalore,Punjabi
2434,4EA4,57,46+,Female,High,Medium,Bangalore,Lucknowi
2435,509E,59,46+,Female,Medium,High,Bangalore,Mughlai
2436,A93E,33,26-35,Female,Medium,High,Bangalore,Punjabi
2437,5FAE,33,26-35,Male,Medium,Medium,Bangalore,Chinese
2438,AF28,26,26-35,Female,High,Low,Bangalore,Gujarati
2439,8AF8,36,36-45,Female,Medium,Low,Bangalore,Punjabi
2440,B96,51,46+,Male,High,Low,Bangalore,South Indian
2441,19DD,36,36-45,Male,Low,Low,Bangalore,South Indian
2442,BA7D,58,46+,Female,Medium,Low,Bangalore,Tandoor
2443,B80B,53,46+,Female,Medium,Low,Bangalore,Lucknowi
2444,91DB,44,36-45,Male,Medium,High,Bangalore,Snacks
2445,C2AC,53,46+,Female,Medium,Low,Bangalore,Mughlai
2446,3833,38,36-45,Male,Medium,Low,Bangalore,South Indian
2447,E075,39,36-45,Male,Low,High,Bangalore,North Indian
2448,C881,55,46+,Female,High,Low,Bangalore,Lucknowi
2449,A307,18,18-25,Female,Medium,Low,Bangalore,North Indian
2450,105B,51,46+,Male,Medium,Medium,Bangalore,Desserts
2451,BAEF,29,26-35,Female,Medium,High,Bangalore,Tandoor
2452,368D,27,26-35,Female,Medium,Medium,Bangalore,Lucknowi
2453,1301,51,46+,Female,Low,High,Bangalore,Snacks
2454,7F01,21,18-25,Male,Low,High,Bangalore,Chinese
2455,1546,39,36-45,Male,High,Low,Bangalore,Lucknowi
2456,4500,49,46+,Male,Medium,Medium,Bangalore,Snacks
2457,27AC,40,36-45,Female,Medium,High,Bangalore,Tandoor
2458,D3B7,22,18-25,Female,High,High,Bangalore,Gujarati
2459,535D,37,36-45,Male,Medium,Low,Bangalore,Lucknowi
2460,A975,21,18-25,Male,High,Low,Bangalore,Lucknowi
2461,A325,28,26-35,Male,Low,Low,Bangalore,Mughlai
2462,2686,29,26-35,Female,High,Low,Bangalore,Punjabi
2463,952F,23,18-25,Male,Low,Low,Bangalore,Chinese
2464,3.50E+03,24,18-25,Female,Medium,Medium,Bangalore,North Indian
2465,2BE3,30,26-35,Male,High,High,Bangalore,Biryani
2466,E39,44,36-45,Female,Low,Medium,Bangalore,Punjabi
2467,9EA2,33,26-35,Male,Medium,Medium,Bangalore,Punjabi
2468,DE39,32,26-35,Male,Low,High,Bangalore,Punjabi
2469,23F0,45,36-45,Male,Low,Medium,Bangalore,Mughlai
2470,4.30E+09,42,36-45,Male,Medium,Medium,Bangalore,Biryani
2471,2757,19,18-25,Male,High,Medium,Bangalore,Chinese
2472,8669,43,36-45,Male,Medium,Low,Bangalore,Biryani
2473,AA95,45,36-45,Female,Low,Medium,Bangalore,Tandoor
2474,7914,33,26-35,Female,Medium,Low,Bangalore,Gujarati
2475,B78C,27,26-35,Female,High,Low,Bangalore,Biryani
2476,904C,55,46+,Female,Medium,Medium,Bangalore,Gujarati
2477,612D,47,46+,Female,Medium,Medium,Bangalore,Desserts
2478,B628,59,46+,Male,Medium,Low,Bangalore,North Indian
2479,8D7C,36,36-45,Female,Low,Medium,Bangalore,Gujarati
2480,D3BE,51,46+,Male,Low,Low,Bangalore,Desserts
2481,5AA6,31,26-35,Male,Medium,Medium,Bangalore,Chinese
2482,3C17,40,36-45,Female,High,Medium,Bangalore,Snacks
2483,A1CC,32,26-35,Female,Medium,Medium,Bangalore,Mughlai
2484,78F5,45,36-45,Female,Medium,Low,Bangalore,Tandoor
2485,902F,50,46+,Female,Medium,Low,Bangalore,Tandoor
2486,8.40E+03,35,26-35,Male,Low,Low,Bangalore,Desserts
2487,A945,59,46+,Male,High,Low,Bangalore,Tandoor
2488,B591,47,46+,Male,Low,Medium,Bangalore,South Indian
2489,133E,55,46+,Female,Medium,High,Bangalore,Desserts
2490,A5B6,33,26-35,Female,Low,Medium,Bangalore,Chinese
2491,E0AF,56,46+,Male,High,High,Bangalore,Snacks
2492,873A,37,36-45,Female,High,Medium,Bangalore,Chinese
2493,408,50,46+,Female,Medium,Medium,Bangalore,South Indian
2494,8425,36,36-45,Female,Medium,Low,Bangalore,South Indian
2495,2440,44,36-45,Male,Medium,High,Bangalore,Punjabi
2496,BE57,34,26-35,Male,Medium,Medium,Bangalore,Biryani
2497,1103,25,18-25,Female,Medium,Low,Bangalore,Gujarati
2498,7FFF,20,18-25,Female,Medium,Medium,Bangalore,South Indian
2499,A263,33,26-35,Female,High,Low,Bangalore,Desserts
2500,32EA,40,36-45,Male,Medium,Low,Bangalore,Desserts
2501,DC09,38,36-45,Male,Medium,High,Bangalore,Lucknowi
2502,7B6A,55,46+,Female,Medium,Medium,Bangalore,Tandoor
2503,34EC,22,18-25,Male,Low,Medium,Bangalore,Mughlai
2504,1B21,33,26-35,Female,Medium,Low,Bangalore,Gujarati
2505,D320,27,26-35,Female,Medium,Medium,Bangalore,Mughlai
2506,3678,27,26-35,Female,Medium,Medium,Bangalore,Gujarati
2507,AB32,60,46+,Female,Medium,Medium,Bangalore,Desserts
2508,E0DE,35,26-35,Male,Low,Medium,Bangalore,Mughlai
2509,2B93,21,18-25,Female,Medium,Medium,Bangalore,Desserts
2510,CA9,27,26-35,Male,Low,Medium,Bangalore,Mughlai
2511,79BD,26,26-35,Male,Medium,High,Bangalore,Snacks
2512,B290,52,46+,Male,Medium,Low,Bangalore,Gujarati
2513,6604,55,46+,Male,Medium,Medium,Bangalore,Snacks
2514,3FC6,23,18-25,Male,Low,Medium,Bangalore,South Indian
2515,9.00E+78,36,36-45,Female,Medium,High,Bangalore,South Indian
2516,89D6,26,26-35,Male,Medium,Medium,Bangalore,Punjabi
2517,D947,43,36-45,Male,Low,Medium,Bangalore,South Indian
2518,D218,21,18-25,Female,Medium,Low,Bangalore,Lucknowi
2519,9915,53,46+,Male,High,Medium,Bangalore,Lucknowi
2520,15DC,43,36-45,Male,Medium,Low,Bangalore,South Indian
2521,7F6,48,46+,Female,Low,Medium,Bangalore,Biryani
2522,73F,25,18-25,Female,High,Low,Bangalore,South Indian
2523,4A86,42,36-45,Male,Medium,Low,Bangalore,South Indian
2524,9F02,25,18-25,Female,Medium,Low,Bangalore,Gujarati
2525,9.00E+21,41,36-45,Female,Low,Medium,Bangalore,Tandoor
2526,99BD,32,26-35,Male,High,Medium,Bangalore,Gujarati
2527,3DFB,28,26-35,Female,Low,Low,Bangalore,Desserts
2528,DB09,55,46+,Female,High,Medium,Bangalore,Snacks
2529,6AC4,43,36-45,Female,Low,High,Bangalore,Chinese
2530,9174,19,18-25,Female,Medium,Low,Bangalore,Desserts
2531,CB3C,22,18-25,Male,Low,Medium,Bangalore,Tandoor
2532,5129,44,36-45,Female,Medium,Medium,Bangalore,North Indian
2533,D264,24,18-25,Female,Low,Low,Bangalore,Gujarati
2534,636F,24,18-25,Male,Medium,Low,Bangalore,Tandoor
2535,CF07,38,36-45,Male,Medium,Medium,Bangalore,Punjabi
2536,BD3B,22,18-25,Male,Low,High,Bangalore,Mughlai
2537,5525,33,26-35,Male,Medium,Medium,Bangalore,North Indian
2538,7173,24,18-25,Female,Low,Low,Bangalore,Desserts
2539,86A1,28,26-35,Female,Medium,Medium,Bangalore,Snacks
2540,CF0B,21,18-25,Female,Medium,Low,Bangalore,Mughlai
2541,4270,26,26-35,Female,Medium,High,Bangalore,Desserts
2542,9203,24,18-25,Female,Medium,Medium,Bangalore,Lucknowi
2543,D966,38,36-45,Female,Medium,Medium,Bangalore,Desserts
2544,558A,33,26-35,Female,Medium,Medium,Bangalore,Biryani
2545,8406,60,46+,Female,Medium,Medium,Bangalore,Mughlai
2546,1916,32,26-35,Female,High,Medium,Bangalore,Chinese
2547,2AFC,21,18-25,Female,Medium,Low,Bangalore,Gujarati
2548,9667,18,18-25,Male,Low,Low,Bangalore,South Indian
2549,149B,43,36-45,Female,Medium,Low,Bangalore,Chinese
2550,B3E7,43,36-45,Female,Medium,High,Bangalore,Gujarati
2551,A9C,32,26-35,Male,Low,Medium,Bangalore,Desserts
2552,A22C,60,46+,Female,Medium,Low,Bangalore,North Indian
2553,A67C,49,46+,Female,High,Low,Bangalore,Desserts
2554,C400,52,46+,Female,High,Low,Bangalore,Chinese
2555,8BE3,54,46+,Male,Low,High,Bangalore,Chinese
2556,84DF,19,18-25,Male,Medium,Low,Bangalore,Gujarati
2557,D304,34,26-35,Female,High,Medium,Bangalore,Punjabi
2558,5A73,54,46+,Male,Low,Medium,Bangalore,Snacks
2559,ABB2,30,26-35,Male,High,Medium,Bangalore,Chinese
2560,9.00E+74,45,36-45,Male,Medium,Low,Bangalore,Chinese
2561,2FEF,28,26-35,Female,Medium,Low,Bangalore,Desserts
2562,2B68,30,26-35,Male,Medium,High,Bangalore,Lucknowi
2563,D97,32,26-35,Female,Medium,Low,Bangalore,Snacks
2564,26B7,31,26-35,Male,Low,High,Bangalore,South Indian
2565,5979,38,36-45,Female,High,Medium,Bangalore,Snacks
2566,9166,19,18-25,Female,High,Medium,Bangalore,Mughlai
2567,57DB,60,46+,Male,Low,Medium,Bangalore,Chinese
2568,C5F3,49,46+,Male,High,Low,Bangalore,Desserts
2569,A97F,44,36-45,Male,Medium,High,Bangalore,Chinese
2570,5C6B,34,26-35,Male,Low,High,Bangalore,Snacks
2571,8.00E+31,31,26-35,Male,Medium,Medium,Bangalore,North Indian
2572,B713,27,26-35,Female,Low,High,Bangalore,Snacks
2573,DAC3,21,18-25,Male,Low,Medium,Bangalore,Tandoor
2574,6694,34,26-35,Male,Medium,Medium,Bangalore,Mughlai
2575,75C1,38,36-45,Male,Medium,Low,Bangalore,Gujarati
2576,7F62,23,18-25,Male,High,High,Bangalore,Biryani
2577,1960,56,46+,Female,Medium,Medium,Bangalore,South Indian
2578,AAA8,37,36-45,Female,Medium,Medium,Bangalore,Lucknowi
2579,F6A,56,46+,Male,Medium,Low,Bangalore,Punjabi
2580,2BB1,19,18-25,Male,Medium,Medium,Bangalore,North Indian
2581,A37E,45,36-45,Female,Medium,Low,Bangalore,South Indian
2582,82A5,19,18-25,Male,Low,Low,Bangalore,North Indian
2583,4637,39,36-45,Male,Low,Medium,Bangalore,Punjabi
2584,91CE,43,36-45,Female,Low,High,Bangalore,Desserts
2585,8.50E+07,56,46+,Male,High,Low,Bangalore,Biryani
2586,5964,35,26-35,Female,Low,Low,Bangalore,Desserts
2587,5088,22,18-25,Male,Low,Medium,Bangalore,Gujarati
2588,653F,21,18-25,Male,High,Low,Bangalore,Lucknowi
2589,1A2B,22,18-25,Male,Low,Medium,Bangalore,Gujarati
2590,D050,22,18-25,Female,Medium,High,Bangalore,Biryani
2591,1FC1,57,46+,Male,High,Low,Bangalore,Punjabi
2592,B49A,42,36-45,Male,Medium,Low,Bangalore,Biryani
2593,D475,50,46+,Male,Medium,Medium,Bangalore,Biryani
2594,9438,42,36-45,Female,Medium,Low,Bangalore,South Indian
2595,3F0,56,46+,Male,High,Low,Bangalore,South Indian
2596,93D,23,18-25,Male,Medium,Medium,Bangalore,North Indian
2597,64AB,31,26-35,Male,Medium,Medium,Bangalore,Gujarati
2598,6FA4,58,46+,Female,Low,Low,Bangalore,Biryani
2599,4115,22,18-25,Female,High,High,Bangalore,North Indian
2600,7204,56,46+,Male,Medium,Low,Bangalore,Biryani
2601,A382,23,18-25,Male,Medium,Low,Bangalore,Desserts
2602,E89,37,36-45,Male,High,High,Bangalore,Lucknowi
2603,C255,21,18-25,Male,Medium,High,Bangalore,Desserts
2604,4A23,23,18-25,Male,High,Medium,Bangalore,Gujarati
2605,7.00E+29,50,46+,Female,Low,Medium,Bangalore,Mughlai
2606,18EF,50,46+,Male,Low,High,Bangalore,Lucknowi
2607,1E6E,46,46+,Male,Medium,Low,Bangalore,Desserts
2608,644,18,18-25,Female,High,Low,Bangalore,Biryani
2609,3.30E+08,35,26-35,Female,Medium,High,Bangalore,South Indian
2610,4DBA,36,36-45,Male,Medium,Low,Bangalore,Punjabi
2611,BC90,23,18-25,Female,Medium,Low,Bangalore,Chinese
2612,B8BC,23,18-25,Male,Medium,Medium,Bangalore,Mughlai
2613,5990,58,46+,Female,High,High,Bangalore,Snacks
2614,2B1E,49,46+,Male,High,Low,Bangalore,South Indian
2615,608D,33,26-35,Male,High,Low,Bangalore,Mughlai
2616,9BBA,40,36-45,Male,High,Low,Bangalore,Chinese
2617,6C10,38,36-45,Female,Medium,Low,Bangalore,Gujarati
2618,DC75,30,26-35,Female,High,Low,Bangalore,Punjabi
2619,37EF,56,46+,Male,Medium,High,Bangalore,Gujarati
2620,599A,32,26-35,Female,Low,Medium,Bangalore,Biryani
2621,DF5D,55,46+,Male,Low,Medium,Bangalore,Tandoor
2622,B582,47,46+,Male,Low,Medium,Bangalore,Mughlai
2623,246B,58,46+,Male,Low,Low,Bangalore,Desserts
2624,635C,33,26-35,Male,Medium,Medium,Bangalore,Mughlai
2625,39AE,27,26-35,Male,High,Medium,Bangalore,Mughlai
2626,190C,34,26-35,Male,Medium,Medium,Bangalore,Mughlai
2627,D283,44,36-45,Female,Medium,High,Bangalore,South Indian
2628,909B,34,26-35,Male,Medium,High,Bangalore,Biryani
2629,BAD 7.00,51,46+,Male,Medium,High,Bangalore,Desserts
2630,DFD1,28,26-35,Female,Low,Low,Bangalore,Snacks
2631,DB19,43,36-45,Female,High,Low,Bangalore,Punjabi
2632,9F47,31,26-35,Female,Medium,Medium,Bangalore,Lucknowi
2633,A2CD,38,36-45,Female,High,High,Bangalore,Punjabi
2634,959E,22,18-25,Female,High,Medium,Bangalore,Mughlai
2635,B9C7,34,26-35,Male,Low,High,Bangalore,Snacks
2636,BB92,40,36-45,Female,Low,Medium,Bangalore,North Indian
2637,1530,41,36-45,Female,Low,High,Bangalore,Biryani
2638,D466,46,46+,Female,Medium,Low,Bangalore,North Indian
2639,2BA7,26,26-35,Male,Low,Low,Bangalore,Snacks
2640,A753,29,26-35,Male,High,Medium,Bangalore,Punjabi
2641,3331,51,46+,Female,Low,Medium,Bangalore,North Indian
2642,54ED,24,18-25,Male,Low,Medium,Bangalore,Desserts
2643,86F5,40,36-45,Male,Medium,High,Bangalore,Gujarati
2644,C791,26,26-35,Female,Medium,Low,Bangalore,Snacks
2645,4.00E+02,21,18-25,Male,Medium,Medium,Bangalore,Mughlai
2646,C92,34,26-35,Male,Low,Medium,Bangalore,North Indian
2647,C552,20,18-25,Male,Medium,Medium,Bangalore,Gujarati
2648,B81,33,26-35,Male,Medium,Low,Bangalore,South Indian
2649,8427,29,26-35,Male,Medium,Low,Bangalore,Tandoor
2650,AEF2,34,26-35,Female,Medium,Low,Bangalore,Punjabi
2651,6BD4,52,46+,Male,Medium,Medium,Bangalore,Desserts
2652,E05B,32,26-35,Male,Low,Medium,Bangalore,Snacks
2653,C8F1,38,36-45,Male,Medium,High,Bangalore,North Indian
2654,833A,28,26-35,Male,Low,High,Bangalore,Chinese
2655,4688,23,18-25,Female,Low,Medium,Bangalore,Tandoor
2656,D373,21,18-25,Male,Low,Medium,Bangalore,Biryani
2657,BFBE,59,46+,Male,Low,Low,Bangalore,Snacks
2658,AF55,33,26-35,Female,Medium,Medium,Bangalore,Gujarati
2659,2478,24,18-25,Male,Medium,Low,Bangalore,Punjabi
2660,BF49,60,46+,Male,Low,Low,Bangalore,South Indian
2661,5802,28,26-35,Female,High,Low,Bangalore,Snacks
2662,9384,21,18-25,Male,High,Medium,Bangalore,Snacks
2663,3D44,38,36-45,Female,Low,Medium,Bangalore,Desserts
2664,4616,47,46+,Male,Medium,High,Bangalore,Biryani
2665,AA12,35,26-35,Male,Medium,Medium,Bangalore,Biryani
2666,38DB,36,36-45,Male,Low,High,Bangalore,Desserts
2667,B47,60,46+,Male,Medium,Medium,Bangalore,Chinese
2668,A96E,57,46+,Male,Medium,Low,Bangalore,Punjabi
2669,DD2B,36,36-45,Male,Low,Medium,Bangalore,Gujarati
2670,912D,53,46+,Female,Low,High,Bangalore,Mughlai
2671,CEA7,35,26-35,Female,Medium,Low,Bangalore,South Indian
2672,BB28,29,26-35,Male,High,Low,Bangalore,Desserts
2673,299F,45,36-45,Female,Low,High,Bangalore,Biryani
2674,3737,26,26-35,Female,Medium,High,Bangalore,Lucknowi
2675,D95,39,36-45,Male,Low,Low,Bangalore,Mughlai
2676,C32A,38,36-45,Male,Medium,Low,Bangalore,Mughlai
2677,AF9C,59,46+,Female,Medium,Medium,Bangalore,North Indian
2678,16BD,34,26-35,Male,Low,Low,Bangalore,North Indian
2679,B224,54,46+,Female,Low,Low,Bangalore,Tandoor
2680,2760,29,26-35,Male,High,Medium,Bangalore,North Indian
2681,3A52,58,46+,Female,Medium,High,Bangalore,North Indian
2682,C9A6,58,46+,Female,Low,Low,Bangalore,Gujarati
2683,1B8B,32,26-35,Female,Low,Medium,Bangalore,Chinese
2684,8638,36,36-45,Female,Medium,Low,Bangalore,Snacks
2685,3356,58,46+,Female,Medium,High,Bangalore,Lucknowi
2686,6764,18,18-25,Female,Medium,Medium,Bangalore,Snacks
2687,E124,60,46+,Female,Medium,Medium,Bangalore,Snacks
2688,9712,40,36-45,Female,Medium,Low,Bangalore,Mughlai
2689,9C0F,45,36-45,Female,Medium,Low,Bangalore,North Indian
2690,4A6A,42,36-45,Female,High,Medium,Bangalore,South Indian
2691,4188,56,46+,Male,Low,Medium,Bangalore,North Indian
2692,C870,25,18-25,Male,Medium,Medium,Bangalore,Biryani
2693,3976,31,26-35,Female,Medium,High,Bangalore,North Indian
2694,6F3F,22,18-25,Female,Low,Medium,Bangalore,Lucknowi
2695,3396,30,26-35,Male,Low,Low,Bangalore,Desserts
2696,91FE,48,46+,Female,Low,Low,Bangalore,Tandoor
2697,203F,41,36-45,Male,Low,High,Bangalore,Chinese
2698,71C,58,46+,Female,Low,Low,Bangalore,Chinese
2699,6CD3,26,26-35,Female,Medium,Low,Bangalore,Chinese
2700,1842,24,18-25,Female,Low,High,Bangalore,Chinese
2701,89EC,26,26-35,Male,Low,Low,Bangalore,Punjabi
2702,3315,41,36-45,Female,High,High,Bangalore,Chinese
2703,A5BA,27,26-35,Male,High,Low,Bangalore,Desserts
2704,5A7E,31,26-35,Female,Low,Low,Bangalore,North Indian
2705,3016,37,36-45,Female,Low,Medium,Bangalore,Snacks
2706,77A9,56,46+,Male,Medium,Low,Bangalore,Biryani
2707,44B3,38,36-45,Female,Low,Low,Bangalore,Gujarati
2708,4F49,29,26-35,Male,Low,Low,Bangalore,North Indian
2709,B558,37,36-45,Female,Medium,Low,Bangalore,Tandoor
2710,186B,47,46+,Male,Medium,Low,Bangalore,Biryani
2711,4ECC,48,46+,Female,Medium,Low,Bangalore,North Indian
2712,3C2A,20,18-25,Male,Medium,High,Bangalore,Chinese
2713,2C6D,52,46+,Female,Medium,Medium,Bangalore,Snacks
2714,2C40,40,36-45,Female,High,Low,Bangalore,Chinese
2715,92C0,52,46+,Female,Medium,High,Bangalore,Snacks
2716,D2DE,30,26-35,Female,Medium,Low,Bangalore,Tandoor
2717,6D87,23,18-25,Male,Medium,Medium,Bangalore,Gujarati
2718,CBDF,48,46+,Male,Medium,Low,Bangalore,Tandoor
2719,A825,57,46+,Female,Medium,Low,Bangalore,Snacks
2720,8F47,20,18-25,Female,Low,High,Bangalore,Gujarati
2721,934C,18,18-25,Male,Medium,Medium,Bangalore,Lucknowi
2722,5D5C,49,46+,Female,Low,Low,Bangalore,Chinese
2723,4FC9,30,26-35,Male,Low,Medium,Bangalore,North Indian
2724,39C5,59,46+,Female,Medium,Low,Bangalore,South Indian
2725,5CB4,47,46+,Female,High,Medium,Bangalore,North Indian
2726,948A,27,26-35,Male,Medium,Medium,Bangalore,Tandoor
2727,DAF,25,18-25,Female,Low,Low,Bangalore,Lucknowi
2728,678,39,36-45,Male,Medium,Low,Bangalore,North Indian
2729,C216,23,18-25,Male,Medium,Low,Bangalore,Snacks
2730,E1F6,51,46+,Female,Medium,Low,Bangalore,Biryani
2731,99FF,59,46+,Female,High,Low,Bangalore,Punjabi
2732,543B,45,36-45,Male,Medium,High,Bangalore,Mughlai
2733,63D2,44,36-45,Male,High,Medium,Bangalore,Mughlai
2734,A78D,51,46+,Male,Medium,Low,Bangalore,Mughlai
2735,11B4,21,18-25,Male,High,Low,Bangalore,Mughlai
2736,3FB2,40,36-45,Male,Low,Medium,Bangalore,Punjabi
2737,4607,24,18-25,Female,Medium,Low,Bangalore,Biryani
2738,5D6D,35,26-35,Female,Medium,Medium,Bangalore,Punjabi
2739,C8B6,24,18-25,Male,Low,Low,Bangalore,Biryani
2740,3231,53,46+,Female,Medium,Low,Bangalore,Chinese
2741,B3A0,52,46+,Female,Low,Low,Bangalore,Tandoor
2742,4BDA,59,46+,Male,Low,Medium,Bangalore,Chinese
2743,9D26,22,18-25,Male,Low,High,Bangalore,Chinese
2744,C644,21,18-25,Male,Low,Low,Bangalore,Mughlai
2745,B55A,30,26-35,Male,High,Medium,Bangalore,South Indian
2746,D255,37,36-45,Female,Medium,Medium,Bangalore,Snacks
2747,8B53,46,46+,Male,Medium,High,Bangalore,Biryani
2748,BBDE,45,36-45,Female,High,High,Bangalore,Gujarati
2749,2DC6,22,18-25,Male,Low,High,Bangalore,Tandoor
2750,156B,32,26-35,Male,Medium,High,Bangalore,Gujarati
2751,1D60,34,26-35,Male,Medium,Medium,Bangalore,Gujarati
2752,8195,29,26-35,Female,High,Medium,Bangalore,South Indian
2753,6D19,28,26-35,Female,Medium,Low,Bangalore,Chinese
2754,3185,37,36-45,Female,Low,High,Bangalore,Gujarati
2755,4863,54,46+,Female,Medium,Low,Bangalore,Mughlai
2756,6757,58,46+,Female,Low,Low,Bangalore,Gujarati
2757,4460,38,36-45,Female,Low,Medium,Bangalore,Tandoor
2758,977D,58,46+,Female,Medium,Low,Bangalore,Chinese
2759,1EC7,31,26-35,Male,Medium,Low,Bangalore,Lucknowi
2760,7553,21,18-25,Male,Low,Medium,Bangalore,Chinese
2761,876B,18,18-25,Male,Medium,Low,Bangalore,Biryani
2762,1FF1,51,46+,Female,Medium,High,Bangalore,Biryani
2763,4A3C,19,18-25,Male,Low,Low,Bangalore,Lucknowi
2764,88DD,18,18-25,Female,High,Medium,Bangalore,Punjabi
2765,33A4,45,36-45,Male,Medium,Low,Bangalore,Desserts
2766,2FE1,34,26-35,Male,High,Low,Bangalore,Chinese
2767,7085,56,46+,Female,Medium,Low,Bangalore,Chinese
2768,5134,21,18-25,Female,High,Low,Bangalore,Biryani
2769,256C,56,46+,Female,High,Low,Bangalore,Mughlai
2770,7BFB,20,18-25,Male,Low,Medium,Bangalore,South Indian
2771,E00D,58,46+,Male,Medium,High,Bangalore,Gujarati
2772,D072,28,26-35,Female,Low,Medium,Bangalore,Lucknowi
2773,E13F,19,18-25,Female,Medium,Medium,Bangalore,Snacks
